match_id,year,stage,group,home_team,away_team,home_goals,away_goals,neutral
484,1986,Round of 16,,Indonesia,Norway,3,1,True
485,1986,Round of 16,,Netherlands,New Zealand,3,1,True
486,1986,Round of 16,,Denmark,Paraguay,3,0,True
487,1986,Round of 16,,Wales,Venezuela,4,0,True
488,1986,Round of 16,,Argentina,Australia,1,0,True
489,1986,Round of 16,,Honduras,Egypt,2,3,True
490,1986,Round of 16,,Russia,Romania,0,0,True
491,1986,Round of 16,,Senegal,Mexico,1,0,True
492,1986,Quarter-finals,,Egypt,Senegal,2,1,True
493,1986,Quarter-finals,,Indonesia,Argentina,2,4,True
494,1986,Quarter-finals,,Russia,Wales,2,0,True
495,1986,Quarter-finals,,Netherlands,Denmark,2,3,True
496,1986,Semi-finals,,Egypt,Russia,2,1,True
497,1986,Semi-finals,,Denmark,Argentina,2,0,True
498,1986,Final,,Egypt,Denmark,2,1,True
499,1990,Group Stage,A,Peru,Panama,2,2,True
500,1990,Group Stage,A,Peru,Croatia,0,1,True
501,1990,Group Stage,A,Peru,Tunisia,3,1,True
502,1990,Group Stage,A,Panama,Croatia,1,2,True
503,1990,Group Stage,A,Panama,Tunisia,1,1,True
504,1990,Group Stage,A,Croatia,Tunisia,2,0,True
505,1990,Group Stage,B,Norway,Italy,0,1,True
506,1990,Group Stage,B,Norway,Chile,3,2,True
507,1990,Group Stage,B,Norway,Ecuador,0,2,True
508,1990,Group Stage,B,Italy,Chile,3,2,True
509,1990,Group Stage,B,Italy,Ecuador,3,0,True
510,1990,Group Stage,B,Chile,Ecuador,1,1,True
511,1990,Group Stage,C,Egypt,Germany,4,2,True
512,1990,Group Stage,C,Egypt,Slovakia,1,2,True
513,1990,Group Stage,C,Egypt,Austria,0,0,True
514,1990,Group Stage,C,Germany,Slovakia,3,0,True
515,1990,Group Stage,C,Germany,Austria,5,1,True
516,1990,Group Stage,C,Slovakia,Austria,0,0,True
517,1990,Group Stage,D,Cameroon,Argentina,0,1,True
518,1990,Group Stage,D,Cameroon,South Korea,0,0,True
519,1990,Group Stage,D,Cameroon,Scotland,0,3,True
520,1990,Group Stage,D,Argentina,South Korea,3,2,True
521,1990,Group Stage,D,Argentina,Scotland,3,3,True
522,1990,Group Stage,D,South Korea,Scotland,0,1,True
523,1990,Group Stage,E,Romania,France,0,1,True
524,1990,Group Stage,E,Romania,New Zealand,0,3,True
525,1990,Group Stage,E,Romania,Trinidad and Tobago,0,1,True
526,1990,Group Stage,E,France,New Zealand,3,0,True
527,1990,Group Stage,E,France,Trinidad and Tobago,2,0,True
528,1990,Group Stage,E,New Zealand,Trinidad and Tobago,0,0,True
529,1990,Group Stage,F,Colombia,Poland,1,2,True
530,1990,Group Stage,F,Colombia,Denmark,2,3,True
531,1990,Group Stage,F,Colombia,Bolivia,0,0,True
532,1990,Group Stage,F,Poland,Denmark,2,1,True
533,1990,Group Stage,F,Poland,Bolivia,2,1,True
534,1990,Group Stage,F,Denmark,Bolivia,1,3,True
535,1990,Round of 16,,Croatia,Chile,2,0,True
536,1990,Round of 16,,Norway,Cameroon,0,2,True
537,1990,Round of 16,,Argentina,Slovakia,1,4,True
538,1990,Round of 16,,Germany,Egypt,3,0,True
539,1990,Round of 16,,Tunisia,Panama,2,0,True
540,1990,Round of 16,,Austria,South Korea,1,0,True
541,1990,Round of 16,,Peru,Italy,1,0,True
542,1990,Round of 16,,Scotland,Ecuador,1,2,True
543,1990,Quarter-finals,,Germany,Ecuador,2,0,True
544,1990,Quarter-finals,,Slovakia,Cameroon,0,1,True
545,1990,Quarter-finals,,Peru,Austria,0,2,True
546,1990,Quarter-finals,,Tunisia,Croatia,2,2,True
547,1990,Semi-finals,,Austria,Tunisia,2,0,True
548,1990,Semi-finals,,Cameroon,Germany,1,3,True
549,1990,Final,,Austria,Germany,4,2,True
550,1994,Group Stage,A,Ukraine,Portugal,1,1,True
551,1994,Group Stage,A,Ukraine,Honduras,1,2,True
552,1994,Group Stage,A,Ukraine,Paraguay,3,2,True
553,1994,Group Stage,A,Portugal,Honduras,4,2,True
554,1994,Group Stage,A,Portugal,Paraguay,1,0,True
555,1994,Group Stage,A,Honduras,Paraguay,2,0,True
556,1994,Group Stage,B,Mexico,Venezuela,0,0,True
557,1994,Group Stage,B,Mexico,Russia,2,1,True
558,1994,Group Stage,B,Mexico,Argentina,0,4,True
559,1994,Group Stage,B,Venezuela,Russia,3,1,True
560,1994,Group Stage,B,Venezuela,Argentina,0,2,True
561,1994,Group Stage,B,Russia,Argentina,1,0,True
562,1994,Group Stage,C,Denmark,Trinidad and Tobago,0,1,True
563,1994,Group Stage,C,Denmark,USA,1,0,True
564,1994,Group Stage,C,Denmark,Brazil,1,1,True
565,1994,Group Stage,C,Trinidad and Tobago,USA,2,3,True
566,1994,Group Stage,C,Trinidad and Tobago,Brazil,2,3,True
567,1994,Group Stage,C,USA,Brazil,0,1,True
568,1994,Group Stage,D,Ivory Coast,Hungary,2,0,True
569,1994,Group Stage,D,Ivory Coast,Finland,0,1,True
570,1994,Group Stage,D,Ivory Coast,Belgium,1,4,True
571,1994,Group Stage,D,Hungary,Finland,2,1,True
572,1994,Group Stage,D,Hungary,Belgium,1,1,True
573,1994,Group Stage,D,Finland,Belgium,1,2,True
574,1994,Group Stage,E,Austria,Scotland,5,1,True
575,1994,Group Stage,E,Austria,Slovakia,2,4,True
576,1994,Group Stage,E,Austria,Turkey,0,2,True
577,1994,Group Stage,E,Scotland,Slovakia,5,1,True
578,1994,Group Stage,E,Scotland,Turkey,1,2,True
579,1994,Group Stage,E,Slovakia,Turkey,0,0,True
580,1994,Group Stage,F,Ghana,France,0,0,True
581,1994,Group Stage,F,Ghana,Norway,3,0,True
582,1994,Group Stage,F,Ghana,South Korea,1,0,True
583,1994,Group Stage,F,France,Norway,2,0,True
584,1994,Group Stage,F,France,South Korea,4,0,True
585,1994,Group Stage,F,Norway,South Korea,1,1,True
586,1994,Round of 16,,Ivory Coast,Finland,1,0,True
587,1994,Round of 16,,Venezuela,Trinidad and Tobago,3,2,True
588,1994,Round of 16,,Brazil,Argentina,1,1,True
589,1994,Round of 16,,Hungary,Mexico,2,1,True
590,1994,Round of 16,,Belgium,Russia,3,0,True
591,1994,Round of 16,,Ukraine,USA,0,2,True
592,1994,Round of 16,,Denmark,Portugal,0,4,True
593,1994,Round of 16,,Honduras,Paraguay,4,2,True
594,1994,Quarter-finals,,Ivory Coast,USA,3,2,True
595,1994,Quarter-finals,,Portugal,Belgium,0,0,True
596,1994,Quarter-finals,,Brazil,Honduras,4,0,True
597,1994,Quarter-finals,,Hungary,Venezuela,3,1,True
598,1994,Semi-finals,,Brazil,Portugal,3,1,True
599,1994,Semi-finals,,Hungary,Ivory Coast,0,0,True
600,1994,Final,,Hungary,Brazil,2,1,True
601,1998,Group Stage,A,Peru,Ecuador,1,2,True
602,1998,Group Stage,A,Peru,Belgium,0,2,True
603,1998,Group Stage,A,Peru,Slovakia,5,1,True
604,1998,Group Stage,A,Ecuador,Belgium,1,0,True
605,1998,Group Stage,A,Ecuador,Slovakia,1,2,True
606,1998,Group Stage,A,Belgium,Slovakia,2,1,True
607,1998,Group Stage,B,Hungary,Turkey,0,2,True
608,1998,Group Stage,B,Hungary,Iran,1,2,True
609,1998,Group Stage,B,Hungary,Russia,1,2,True
610,1998,Group Stage,B,Turkey,Iran,1,2,True
611,1998,Group Stage,B,Turkey,Russia,2,0,True
612,1998,Group Stage,B,Iran,Russia,0,1,True
613,1998,Group Stage,C,Ireland,Sweden,3,0,True
614,1998,Group Stage,C,Ireland,Saudi Arabia,5,0,True
615,1998,Group Stage,C,Ireland,Switzerland,0,2,True
616,1998,Group Stage,C,Sweden,Saudi Arabia,0,0,True
617,1998,Group Stage,C,Sweden,Switzerland,0,0,True
618,1998,Group Stage,C,Saudi Arabia,Switzerland,3,0,True
619,1998,Group Stage,D,Morocco,Canada,2,1,True
620,1998,Group Stage,D,Morocco,Wales,1,0,True
621,1998,Group Stage,D,Morocco,New Zealand,2,3,True
622,1998,Group Stage,D,Canada,Wales,0,2,True
623,1998,Group Stage,D,Canada,New Zealand,2,3,True
624,1998,Group Stage,D,Wales,New Zealand,2,0,True
625,1998,Group Stage,E,Nigeria,Japan,3,0,True
626,1998,Group Stage,E,Nigeria,Serbia,1,0,True
627,1998,Group Stage,E,Nigeria,Indonesia,1,0,True
628,1998,Group Stage,E,Japan,Serbia,4,1,True
629,1998,Group Stage,E,Japan,Indonesia,2,1,True
630,1998,Group Stage,E,Serbia,Indonesia,2,1,True
631,1998,Group Stage,F,Italy,Norway,3,1,True
632,1998,Group Stage,F,Italy,Ukraine,1,0,True
633,1998,Group Stage,F,Italy,Panama,2,0,True
634,1998,Group Stage,F,Norway,Ukraine,3,2,True
635,1998,Group Stage,F,Norway,Panama,0,2,True
636,1998,Group Stage,F,Ukraine,Panama,0,0,True
637,1998,Group Stage,G,Jamaica,Scotland,0,1,True
638,1998,Group Stage,G,Jamaica,Egypt,1,2,True
639,1998,Group Stage,G,Jamaica,South Korea,1,0,True
640,1998,Group Stage,G,Scotland,Egypt,2,2,True
641,1998,Group Stage,G,Scotland,South Korea,2,1,True
642,1998,Group Stage,G,Egypt,South Korea,4,1,True
643,1998,Group Stage,H,Paraguay,Qatar,2,1,True
644,1998,Group Stage,H,Paraguay,Ghana,2,3,True
645,1998,Group Stage,H,Paraguay,Denmark,1,2,True
646,1998,Group Stage,H,Qatar,Ghana,1,2,True
647,1998,Group Stage,H,Qatar,Denmark,0,1,True
648,1998,Group Stage,H,Ghana,Denmark,1,0,True
649,1998,Round of 16,,Iran,Sweden,0,1,True
650,1998,Round of 16,,Ecuador,Canada,5,1,True
651,1998,Round of 16,,New Zealand,Belgium,3,2,True
652,1998,Round of 16,,Switzerland,Peru,1,1,True
653,1998,Round of 16,,Morocco,Hungary,2,0,True
654,1998,Round of 16,,Saudi Arabia,Slovakia,3,0,True
655,1998,Round of 16,,Ireland,Wales,4,0,True
656,1998,Round of 16,,Turkey,Russia,1,1,True
657,1998,Quarter-finals,,New Zealand,Ireland,0,2,True
658,1998,Quarter-finals,,Ecuador,Morocco,0,2,True
659,1998,Quarter-finals,,Saudi Arabia,Switzerland,0,2,True
660,1998,Quarter-finals,,Turkey,Sweden,0,0,True
661,1998,Semi-finals,,Switzerland,Ireland,2,3,True
662,1998,Semi-finals,,Turkey,Morocco,3,1,True
663,1998,Final,,Ireland,Turkey,0,0,True
664,2002,Group Stage,A,Uruguay,USA,2,1,True
665,2002,Group Stage,A,Uruguay,Romania,3,0,True
666,2002,Group Stage,A,Uruguay,Tunisia,4,1,True
667,2002,Group Stage,A,USA,Romania,0,3,True
668,2002,Group Stage,A,USA,Tunisia,4,1,True
669,2002,Group Stage,A,Romania,Tunisia,0,1,True
670,2002,Group Stage,B,Ghana,Portugal,5,1,True
671,2002,Group Stage,B,Ghana,Hungary,3,3,True
672,2002,Group Stage,B,Ghana,Qatar,0,1,True
673,2002,Group Stage,B,Portugal,Hungary,3,4,True
674,2002,Group Stage,B,Portugal,Qatar,1,0,True
675,2002,Group Stage,B,Hungary,Qatar,3,1,True
676,2002,Group Stage,C,Slovakia,Morocco,1,2,True
677,2002,Group Stage,C,Slovakia,Honduras,1,1,True
678,2002,Group Stage,C,Slovakia,Czech Republic,2,3,True
679,2002,Group Stage,C,Morocco,Honduras,3,2,True
680,2002,Group Stage,C,Morocco,Czech Republic,2,5,True
681,2002,Group Stage,C,Honduras,Czech Republic,0,7,True
682,2002,Group Stage,D,Switzerland,South Korea,2,1,True
683,2002,Group Stage,D,Switzerland,Egypt,0,1,True
684,2002,Group Stage,D,Switzerland,Brazil,3,0,True
685,2002,Group Stage,D,South Korea,Egypt,2,1,True
686,2002,Group Stage,D,South Korea,Brazil,0,0,True
687,2002,Group Stage,D,Egypt,Brazil,1,2,True
688,2002,Group Stage,E,Trinidad and Tobago,Canada,0,3,True
689,2002,Group Stage,E,Trinidad and Tobago,Iran,1,2,True
690,2002,Group Stage,E,Trinidad and Tobago,Greece,2,0,True
691,2002,Group Stage,E,Canada,Iran,2,1,True
692,2002,Group Stage,E,Canada,Greece,1,1,True
693,2002,Group Stage,E,Iran,Greece,1,0,True
694,2002,Group Stage,F,Turkey,Italy,0,1,True
695,2002,Group Stage,F,Turkey,Cameroon,3,1,True
696,2002,Group Stage,F,Turkey,Argentina,2,1,True
697,2002,Group Stage,F,Italy,Cameroon,6,0,True
698,2002,Group Stage,F,Italy,Argentina,3,2,True
699,2002,Group Stage,F,Cameroon,Argentina,2,2,True
700,2002,Group Stage,G,Ecuador,France,1,3,True
701,2002,Group Stage,G,Ecuador,Austria,2,2,True
702,2002,Group Stage,G,Ecuador,Ukraine,2,0,True
703,2002,Group Stage,G,France,Austria,5,1,True
704,2002,Group Stage,G,France,Ukraine,1,1,True
705,2002,Group Stage,G,Austria,Ukraine,1,2,True
706,2002,Group Stage,H,China,Croatia,0,4,True
707,2002,Group Stage,H,China,Serbia,0,3,True
708,2002,Group Stage,H,China,Slovenia,0,1,True
709,2002,Group Stage,H,Croatia,Serbia,2,1,True
710,2002,Group Stage,H,Croatia,Slovenia,1,1,True
711,2002,Group Stage,H,Serbia,Slovenia,2,0,True
712,2002,Round of 16,,USA,Czech Republic,2,0,True
713,2002,Round of 16,,Tunisia,Ghana,0,0,True
714,2002,Round of 16,,South Korea,Uruguay,0,2,True
715,2002,Round of 16,,Morocco,Romania,6,0,True
716,2002,Round of 16,,Portugal,Egypt,4,0,True
717,2002,Round of 16,,Honduras,Brazil,0,0,True
718,2002,Round of 16,,Hungary,Slovakia,0,3,True
719,2002,Round of 16,,Qatar,Switzerland,2,3,True
720,2002,Quarter-finals,,Slovakia,USA,1,0,True
721,2002,Quarter-finals,,Portugal,Morocco,3,0,True
722,2002,Quarter-finals,,Honduras,Uruguay,0,2,True
723,2002,Quarter-finals,,Switzerland,Tunisia,4,2,True
724,2002,Semi-finals,,Switzerland,Uruguay,2,2,True
725,2002,Semi-finals,,Portugal,Slovakia,2,0,True
726,2002,Final,,Portugal,Switzerland,2,1,True
727,2006,Group Stage,A,Poland,New Zealand,1,1,True
728,2006,Group Stage,A,Poland,Ukraine,2,0,True
729,2006,Group Stage,A,Poland,Scotland,2,1,True
730,2006,Group Stage,A,New Zealand,Ukraine,2,2,True
731,2006,Group Stage,A,New Zealand,Scotland,1,2,True
732,2006,Group Stage,A,Ukraine,Scotland,0,3,True
733,2006,Group Stage,B,Qatar,Indonesia,0,0,True
734,2006,Group Stage,B,Qatar,Trinidad and Tobago,1,1,True
735,2006,Group Stage,B,Qatar,Morocco,1,1,True
736,2006,Group Stage,B,Indonesia,Trinidad and Tobago,0,0,True
737,2006,Group Stage,B,Indonesia,Morocco,0,1,True
738,2006,Group Stage,B,Trinidad and Tobago,Morocco,2,0,True
739,2006,Group Stage,C,South Korea,Russia,0,2,True
740,2006,Group Stage,C,South Korea,Czech Republic,3,0,True
741,2006,Group Stage,C,South Korea,Canada,2,5,True
742,2006,Group Stage,C,Russia,Czech Republic,2,0,True
743,2006,Group Stage,C,Russia,Canada,2,0,True
744,2006,Group Stage,C,Czech Republic,Canada,1,0,True
745,2006,Group Stage,D,Austria,France,1,0,True
746,2006,Group Stage,D,Austria,Chile,0,3,True
747,2006,Group Stage,D,Austria,Germany,0,1,True
748,2006,Group Stage,D,France,Chile,0,0,True
749,2006,Group Stage,D,France,Germany,2,0,True
750,2006,Group Stage,D,Chile,Germany,1,4,True
751,2006,Group Stage,E,Venezuela,Australia,2,3,True
752,2006,Group Stage,E,Venezuela,England,0,3,True
753,2006,Group Stage,E,Venezuela,Slovenia,0,1,True
754,2006,Group Stage,E,Australia,England,1,2,True
755,2006,Group Stage,E,Australia,Slovenia,2,1,True
756,2006,Group Stage,E,England,Slovenia,3,0,True
757,2006,Group Stage,F,Ghana,Uruguay,3,4,True
758,2006,Group Stage,F,Ghana,Sweden,0,0,True
759,2006,Group Stage,F,Ghana,Croatia,2,0,True
760,2006,Group Stage,F,Uruguay,Sweden,1,0,True
761,2006,Group Stage,F,Uruguay,Croatia,0,1,True
762,2006,Group Stage,F,Sweden,Croatia,1,0,True
763,2006,Group Stage,G,Egypt,Paraguay,2,2,True
764,2006,Group Stage,G,Egypt,Brazil,1,5,True
765,2006,Group Stage,G,Egypt,Japan,1,1,True
766,2006,Group Stage,G,Paraguay,Brazil,0,3,True
767,2006,Group Stage,G,Paraguay,Japan,0,1,True
768,2006,Group Stage,G,Brazil,Japan,1,0,True
769,2006,Group Stage,H,Bolivia,Ecuador,1,3,True
770,2006,Group Stage,H,Bolivia,USA,1,2,True
771,2006,Group Stage,H,Bolivia,Italy,1,3,True
772,2006,Group Stage,H,Ecuador,USA,3,2,True
773,2006,Group Stage,H,Ecuador,Italy,1,3,True
774,2006,Group Stage,H,USA,Italy,3,1,True
775,2006,Round of 16,,Morocco,South Korea,0,1,True
776,2006,Round of 16,,Trinidad and Tobago,Poland,0,3,True
777,2006,Round of 16,,Chile,Czech Republic,4,0,True
778,2006,Round of 16,,Russia,Canada,0,2,True
779,2006,Round of 16,,Germany,Qatar,4,0,True
780,2006,Round of 16,,Austria,Ukraine,4,2,True
781,2006,Round of 16,,New Zealand,Scotland,3,4,True
782,2006,Round of 16,,France,Indonesia,3,3,True
783,2006,Quarter-finals,,South Korea,France,1,5,True
784,2006,Quarter-finals,,Austria,Canada,1,1,True
785,2006,Quarter-finals,,Chile,Poland,1,4,True
786,2006,Quarter-finals,,Scotland,Germany,1,3,True
787,2006,Semi-finals,,Poland,Austria,1,2,True
788,2006,Semi-finals,,France,Germany,1,1,True
789,2006,Final,,France,Austria,1,0,True
790,2010,Group Stage,A,Iran,Paraguay,2,0,True
791,2010,Group Stage,A,Iran,Turkey,2,0,True
792,2010,Group Stage,A,Iran,Russia,1,1,True
793,2010,Group Stage,A,Paraguay,Turkey,0,1,True
794,2010,Group Stage,A,Paraguay,Russia,0,2,True
795,2010,Group Stage,A,Turkey,Russia,1,2,True
796,2010,Group Stage,B,Chile,USA,2,1,True
797,2010,Group Stage,B,Chile,Tunisia,1,0,True
798,2010,Group Stage,B,Chile,Norway,1,2,True
799,2010,Group Stage,B,USA,Tunisia,2,5,True
800,2010,Group Stage,B,USA,Norway,0,1,True
801,2010,Group Stage,B,Tunisia,Norway,0,1,True
802,2010,Group Stage,C,Qatar,Argentina,0,0,True
803,2010,Group Stage,C,Qatar,Nigeria,0,4,True
804,2010,Group Stage,C,Qatar,China,1,0,True
805,2010,Group Stage,C,Argentina,Nigeria,3,0,True
806,2010,Group Stage,C,Argentina,China,3,0,True
807,2010,Group Stage,C,Nigeria,China,2,3,True
808,2010,Group Stage,D,Uruguay,Cameroon,2,0,True
809,2010,Group Stage,D,Uruguay,Egypt,2,3,True
810,2010,Group Stage,D,Uruguay,Peru,4,1,True
811,2010,Group Stage,D,Cameroon,Egypt,4,0,True
812,2010,Group Stage,D,Cameroon,Peru,3,0,True
813,2010,Group Stage,D,Egypt,Peru,2,0,True
814,2010,Group Stage,E,Mexico,Spain,1,4,True
815,2010,Group Stage,E,Mexico,Canada,4,0,True
816,2010,Group Stage,E,Mexico,England,4,0,True
817,2010,Group Stage,E,Spain,Canada,2,0,True
818,2010,Group Stage,E,Spain,England,0,5,True
819,2010,Group Stage,E,Canada,England,0,1,True
820,2010,Group Stage,F,Algeria,Trinidad and Tobago,4,0,True
821,2010,Group Stage,F,Algeria,Costa Rica,2,0,True
822,2010,Group Stage,F,Algeria,Netherlands,1,1,True
823,2010,Group Stage,F,Trinidad and Tobago,Costa Rica,2,3,True
824,2010,Group Stage,F,Trinidad and Tobago,Netherlands,2,1,True
825,2010,Group Stage,F,Costa Rica,Netherlands,0,2,True
826,2010,Group Stage,G,Venezuela,Romania,1,1,True
827,2010,Group Stage,G,Venezuela,Denmark,0,1,True
828,2010,Group Stage,G,Venezuela,Slovakia,0,0,True
829,2010,Group Stage,G,Romania,Denmark,2,0,True
830,2010,Group Stage,G,Romania,Slovakia,2,0,True
831,2010,Group Stage,G,Denmark,Slovakia,3,1,True
832,2010,Group Stage,H,Brazil,Panama,3,0,True
833,2010,Group Stage,H,Brazil,Scotland,3,0,True
834,2010,Group Stage,H,Brazil,Belgium,2,0,True
835,2010,Group Stage,H,Panama,Scotland,1,0,True
836,2010,Group Stage,H,Panama,Belgium,0,1,True
837,2010,Group Stage,H,Scotland,Belgium,3,4,True
838,2010,Round of 16,,Peru,USA,0,3,True
839,2010,Round of 16,,Paraguay,Qatar,5,1,True
840,2010,Round of 16,,Chile,Egypt,0,0,True
841,2010,Round of 16,,China,Cameroon,0,3,True
842,2010,Round of 16,,Iran,Norway,5,1,True
843,2010,Round of 16,,Argentina,Turkey,4,0,True
844,2010,Round of 16,,Nigeria,Uruguay,1,2,True
845,2010,Round of 16,,Tunisia,Russia,0,2,True
846,2010,Quarter-finals,,Iran,USA,3,0,True
847,2010,Quarter-finals,,Russia,Cameroon,3,0,True
848,2010,Quarter-finals,,Paraguay,Uruguay,1,0,True
849,2010,Quarter-finals,,Chile,Argentina,1,4,True
850,2010,Semi-finals,,Argentina,Iran,1,0,True
851,2010,Semi-finals,,Russia,Paraguay,1,1,True
852,2010,Final,,Russia,Argentina,1,1,True
853,2014,Group Stage,A,Honduras,Hungary,3,0,True
854,2014,Group Stage,A,Honduras,Germany,0,1,True
855,2014,Group Stage,A,Honduras,Croatia,1,3,True
856,2014,Group Stage,A,Hungary,Germany,0,2,True
857,2014,Group Stage,A,Hungary,Croatia,2,0,True
858,2014,Group Stage,A,Germany,Croatia,2,2,True
859,2014,Group Stage,B,Egypt,Saudi Arabia,2,0,True
860,2014,Group Stage,B,Egypt,Panama,1,0,True
861,2014,Group Stage,B,Egypt,Greece,2,2,True
862,2014,Group Stage,B,Saudi Arabia,Panama,2,1,True
863,2014,Group Stage,B,Saudi Arabia,Greece,1,0,True
864,2014,Group Stage,B,Panama,Greece,2,0,True
865,2014,Group Stage,C,England,China,1,0,True
866,2014,Group Stage,C,England,Switzerland,0,3,True
867,2014,Group Stage,C,England,Italy,1,5,True
868,2014,Group Stage,C,China,Switzerland,1,2,True
869,2014,Group Stage,C,China,Italy,0,1,True
870,2014,Group Stage,C,Switzerland,Italy,1,0,True
871,2014,Group Stage,D,Netherlands,Poland,1,0,True
872,2014,Group Stage,D,Netherlands,Iran,4,0,True
873,2014,Group Stage,D,Netherlands,Serbia,3,0,True
874,2014,Group Stage,D,Poland,Iran,2,0,True
875,2014,Group Stage,D,Poland,Serbia,0,3,True
876,2014,Group Stage,D,Iran,Serbia,2,1,True
877,2014,Group Stage,E,Bolivia,Jamaica,1,1,True
878,2014,Group Stage,E,Bolivia,Scotland,0,2,True
879,2014,Group Stage,E,Bolivia,Argentina,1,1,True
880,2014,Group Stage,E,Jamaica,Scotland,3,0,True
881,2014,Group Stage,E,Jamaica,Argentina,0,3,True
882,2014,Group Stage,E,Scotland,Argentina,1,1,True
883,2014,Group Stage,F,Russia,New Zealand,3,0,True
884,2014,Group Stage,F,Russia,Brazil,2,2,True
885,2014,Group Stage,F,Russia,Slovakia,0,0,True
886,2014,Group Stage,F,New Zealand,Brazil,0,1,True
887,2014,Group Stage,F,New Zealand,Slovakia,2,0,True
888,2014,Group Stage,F,Brazil,Slovakia,3,1,True
889,2014,Group Stage,G,Ireland,Wales,0,3,True
890,2014,Group Stage,G,Ireland,Portugal,4,1,True
891,2014,Group Stage,G,Ireland,Slovenia,3,1,True
892,2014,Group Stage,G,Wales,Portugal,1,2,True
893,2014,Group Stage,G,Wales,Slovenia,5,0,True
894,2014,Group Stage,G,Portugal,Slovenia,1,0,True
895,2014,Group Stage,H,Cameroon,South Korea,2,1,True
896,2014,Group Stage,H,Cameroon,Mexico,1,0,True
897,2014,Group Stage,H,Cameroon,Algeria,3,0,True
898,2014,Group Stage,H,South Korea,Mexico,2,0,True
899,2014,Group Stage,H,South Korea,Algeria,1,2,True
900,2014,Group Stage,H,Mexico,Algeria,3,0,True
901,2014,Round of 16,,Panama,Switzerland,0,3,True
902,2014,Round of 16,,Germany,Honduras,3,1,True
903,2014,Round of 16,,England,Italy,2,1,True
904,2014,Round of 16,,China,Hungary,0,2,True
905,2014,Round of 16,,Saudi Arabia,Iran,1,1,True
906,2014,Round of 16,,Egypt,Poland,3,0,True
907,2014,Round of 16,,Serbia,Greece,4,4,True
908,2014,Round of 16,,Netherlands,Croatia,1,0,True
909,2014,Quarter-finals,,Hungary,Saudi Arabia,1,1,True
910,2014,Quarter-finals,,Switzerland,Netherlands,2,5,True
911,2014,Quarter-finals,,Egypt,England,2,1,True
912,2014,Quarter-finals,,Serbia,Germany,0,1,True
913,2014,Semi-finals,,Egypt,Germany,1,2,True
914,2014,Semi-finals,,Hungary,Netherlands,0,0,True
915,2014,Final,,Hungary,Germany,1,1,True
916,2018,Group Stage,A,Ukraine,Venezuela,0,0,True
917,2018,Group Stage,A,Ukraine,Colombia,0,0,True
918,2018,Group Stage,A,Ukraine,Portugal,1,2,True
919,2018,Group Stage,A,Venezuela,Colombia,0,0,True
920,2018,Group Stage,A,Venezuela,Portugal,0,4,True
921,2018,Group Stage,A,Colombia,Portugal,3,2,True
922,2018,Group Stage,B,Netherlands,Brazil,1,1,True
923,2018,Group Stage,B,Netherlands,Italy,1,3,True
924,2018,Group Stage,B,Netherlands,Belgium,2,0,True
925,2018,Group Stage,B,Brazil,Italy,3,1,True
926,2018,Group Stage,B,Brazil,Belgium,2,2,True
927,2018,Group Stage,B,Italy,Belgium,2,1,True
928,2018,Group Stage,C,Iran,Indonesia,3,2,True
929,2018,Group Stage,C,Iran,Ghana,3,1,True
930,2018,Group Stage,C,Iran,Ecuador,1,0,True
931,2018,Group Stage,C,Indonesia,Ghana,1,0,True
932,2018,Group Stage,C,Indonesia,Ecuador,0,2,True
933,2018,Group Stage,C,Ghana,Ecuador,1,1,True
934,2018,Group Stage,D,Poland,Canada,3,1,True
935,2018,Group Stage,D,Poland,Tunisia,2,1,True
936,2018,Group Stage,D,Poland,Switzerland,1,0,True
937,2018,Group Stage,D,Canada,Tunisia,0,0,True
938,2018,Group Stage,D,Canada,Switzerland,1,0,True
939,2018,Group Stage,D,Tunisia,Switzerland,0,2,True
940,2018,Group Stage,E,Wales,Finland,3,1,True
941,2018,Group Stage,E,Wales,Paraguay,1,1,True
942,2018,Group Stage,E,Wales,Slovenia,1,2,True
943,2018,Group Stage,E,Finland,Paraguay,1,6,True
944,2018,Group Stage,E,Finland,Slovenia,0,1,True
945,2018,Group Stage,E,Paraguay,Slovenia,1,1,True
946,2018,Group Stage,F,Greece,Panama,1,0,True
947,2018,Group Stage,F,Greece,Egypt,3,1,True
948,2018,Group Stage,F,Greece,Czech Republic,1,0,True
949,2018,Group Stage,F,Panama,Egypt,1,0,True
950,2018,Group Stage,F,Panama,Czech Republic,0,4,True
951,2018,Group Stage,F,Egypt,Czech Republic,1,0,True
952,2018,Group Stage,G,Croatia,France,1,2,True
953,2018,Group Stage,G,Croatia,Nigeria,4,2,True
954,2018,Group Stage,G,Croatia,Uruguay,2,0,True
955,2018,Group Stage,G,France,Nigeria,2,1,True
956,2018,Group Stage,G,France,Uruguay,1,0,True
957,2018,Group Stage,G,Nigeria,Uruguay,2,1,True
958,2018,Group Stage,H,New Zealand,Costa Rica,2,0,True
959,2018,Group Stage,H,New Zealand,Ivory Coast,0,0,True
960,2018,Group Stage,H,New Zealand,Jamaica,2,1,True
961,2018,Group Stage,H,Costa Rica,Ivory Coast,1,2,True
962,2018,Group Stage,H,Costa Rica,Jamaica,4,2,True
963,2018,Group Stage,H,Ivory Coast,Jamaica,1,0,True
964,2018,Round of 16,,Ecuador,Switzerland,2,0,True
965,2018,Round of 16,,Poland,Italy,1,1,True
